Symbol,Date,Time,Open,High,Low,Close,EMA,Signal,Qty,TimeChart,TimeEpoch,SignalKey
AMBER,26-Aug-25,09.30,7309.5,7310.5,7265.0,7274.5,7329.908645178195,SELL,100,2025-08-26 09:30,1756180800,26-Aug-25|09.30|7309.5|7274.5
AMBER,28-Aug-25,10.24,7280.5,7286.5,7280.0,7286.5,7273.490436101309,BUY,100,2025-08-28 10:24,1756356840,28-Aug-25|10.24|7280.5|7286.5
AMBER,28-Aug-25,13.33,7290.0,7295.0,7262.5,7264.5,7290.670323533748,SELL,100,2025-08-28 13:33,1756368180,28-Aug-25|13.33|7290.0|7264.5
AMBER,29-Aug-25,09.18,7323.5,7353.0,7323.5,7343.5,7286.848877128207,BUY,100,2025-08-29 09:18,1756439280,29-Aug-25|09.18|7323.5|7343.5
AMBER,29-Aug-25,15.03,7306.0,7307.5,7281.5,7284.5,7309.567885865848,SELL,100,2025-08-29 15:03,1756459980,29-Aug-25|15.03|7306.0|7284.5
AMBER,01-Sep-25,09.24,7336.5,7353.0,7331.0,7350.0,7307.088591463383,BUY,100,2025-09-01 09:24,1756698840,01-Sep-25|09.24|7336.5|7350.0
AMBER,03-Sep-25,13.00,7631.0,7631.5,7616.5,7618.5,7632.860639448907,SELL,100,2025-09-03 13:00,1756884600,03-Sep-25|13.00|7631.0|7618.5
AMBER,03-Sep-25,15.09,7641.0,7650.0,7638.5,7647.5,7632.664432231295,BUY,100,2025-09-03 15:09,1756892340,03-Sep-25|15.09|7641.0|7647.5
AMBER,04-Sep-25,15.03,7715.5,7719.0,7694.5,7697.0,7708.192742518423,SELL,100,2025-09-04 15:03,1756978380,04-Sep-25|15.03|7715.5|7697.0
AMBER,05-Sep-25,09.18,7772.0,7855.0,7772.0,7855.0,7709.1138540000975,BUY,100,2025-09-05 09:18,1757044080,05-Sep-25|09.18|7772.0|7855.0
AMBER,08-Sep-25,09.45,7739.0,7740.0,7685.0,7687.5,7748.384590026447,SELL,100,2025-09-08 09:45,1757304900,08-Sep-25|09.45|7739.0|7687.5
AMBER,09-Sep-25,10.54,7528.0,7561.5,7528.0,7559.5,7545.689197157764,BUY,100,2025-09-09 10:54,1757395440,09-Sep-25|10.54|7528.0|7559.5
AMBER,18-Sep-25,09.48,8237.5,8240.0,8209.0,8209.0,8237.900486669228,SELL,100,2025-09-18 09:48,1758169080,18-Sep-25|09.48|8237.5|8209.0
AMBER,18-Sep-25,14.24,8214.5,8235.0,8214.5,8231.0,8216.805042111486,BUY,100,2025-09-18 14:24,1758185640,18-Sep-25|14.24|8214.5|8231.0
AMBER,22-Sep-25,09.18,8241.5,8249.0,8167.0,8196.5,8277.926143274795,SELL,100,2025-09-22 09:18,1758512880,22-Sep-25|09.18|8241.5|8196.5
AMBER,22-Sep-25,10.30,8272.0,8283.0,8272.0,8282.0,8269.766331537583,BUY,100,2025-09-22 10:30,1758517200,22-Sep-25|10.30|8272.0|8282.0
AMBER,23-Sep-25,09.30,8310.0,8320.0,8281.5,8281.5,8298.43219439527,SELL,100,2025-09-23 09:30,1758600000,23-Sep-25|09.30|8310.0|8281.5
AMBER,23-Sep-25,11.03,8304.5,8322.0,8304.5,8322.0,8294.673369506438,BUY,100,2025-09-23 11:03,1758605580,23-Sep-25|11.03|8304.5|8322.0
AMBER,23-Sep-25,12.39,8297.0,8300.5,8283.0,8283.0,8299.713174678489,SELL,100,2025-09-23 12:39,1758611340,23-Sep-25|12.39|8297.0|8283.0
AMBER,24-Sep-25,09.33,8290.5,8323.0,8284.5,8315.0,8292.960569695844,BUY,100,2025-09-24 09:33,1758686580,24-Sep-25|09.33|8290.5|8315.0
AMBER,26-Sep-25,09.18,8366.0,8375.0,8300.0,8314.5,8419.856835923198,SELL,100,2025-09-26 09:18,1758858480,26-Sep-25|09.18|8366.0|8314.5
AMBER,29-Sep-25,13.36,8140.0,8183.0,8139.0,8176.5,8140.170880731051,BUY,100,2025-09-29 13:36,1759133160,29-Sep-25|13.36|8140.0|8176.5
AMBER,30-Sep-25,09.21,8149.5,8164.5,8133.0,8135.5,8174.538782226374,SELL,100,2025-09-30 09:21,1759204260,30-Sep-25|09.21|8149.5|8135.5
AMBER,01-Oct-25,11.12,8171.0,8185.0,8168.5,8183.0,8137.582849067153,BUY,100,2025-10-01 11:12,1759297320,01-Oct-25|11.12|8171.0|8183.0
AMBER,03-Oct-25,12.18,8206.0,8207.5,8181.0,8181.0,8199.508595572624,SELL,100,2025-10-03 12:18,1759474080,03-Oct-25|12.18|8206.0|8181.0
AMBER,06-Oct-25,14.57,8162.0,8179.0,8159.0,8175.5,8163.593411799336,BUY,100,2025-10-06 14:57,1759742820,06-Oct-25|14.57|8162.0|8175.5
AMBER,08-Oct-25,10.39,8304.0,8304.0,8268.0,8270.5,8322.828133730509,SELL,100,2025-10-08 10:39,1759900140,08-Oct-25|10.39|8304.0|8270.5
AMBER,09-Oct-25,15.15,8228.0,8289.5,8228.0,8260.0,8223.038694500601,BUY,100,2025-10-09 15:15,1760003100,09-Oct-25|15.15|8228.0|8260.0
AMBER,13-Oct-25,09.24,8277.5,8282.0,8231.0,8242.5,8274.008521161539,SELL,100,2025-10-13 09:24,1760327640,13-Oct-25|09.24|8277.5|8242.5
AMBER,13-Oct-25,10.30,8291.5,8320.0,8290.0,8315.0,8273.422210179104,BUY,100,2025-10-13 10:30,1760331600,13-Oct-25|10.30|8291.5|8315.0
AMBER,13-Oct-25,15.18,8320.0,8320.0,8294.0,8299.5,8320.569471310058,SELL,100,2025-10-13 15:18,1760348880,13-Oct-25|15.18|8320.0|8299.5
AMBER,14-Oct-25,09.18,8370.0,8382.5,8354.0,8381.0,8322.080896053465,BUY,100,2025-10-14 09:18,1760413680,14-Oct-25|09.18|8370.0|8381.0
AMBER,14-Oct-25,10.30,8332.0,8332.0,8305.0,8306.5,8329.50680830235,SELL,100,2025-10-14 10:30,1760418000,14-Oct-25|10.30|8332.0|8306.5
AMBER,16-Oct-25,09.21,8245.0,8288.0,8245.0,8285.0,8240.8444290975,BUY,100,2025-10-16 09:21,1760586660,16-Oct-25|09.21|8245.0|8285.0
AMBER,16-Oct-25,13.36,8280.0,8280.0,8223.5,8224.0,8275.96561987983,SELL,100,2025-10-16 13:36,1760601960,16-Oct-25|13.36|8280.0|8224.0
AMBER,17-Oct-25,09.27,8264.5,8311.0,8264.5,8295.0,8257.94295367093,BUY,100,2025-10-17 09:27,1760673420,17-Oct-25|09.27|8264.5|8295.0
